,Model,Window,Step,Recall,F1,Accuracy,Precision,ROC_AUC,SelectedFeatures,FeatureSelectionMethod,FeatureScores,Best_k
504,LogisticRegression,90,50,0.6535947712418301,0.5986421441961798,0.5450980392156862,0.59796918767507,0.5198961937716263,"O2Hb_max, HHb_max, tHb_mean, O2Hb_mean, tHb_max, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.14970114653064093)), ('HHb_max', np.float64(0.102477166419099)), ('tHb_mean', np.float64(0.10062135401208598)), ('O2Hb_mean', np.float64(0.09591390409983643)), ('tHb_max', np.float64(0.09022326884332499)), ('O2Hb_median', np.float64(0.08097798961451462))]",6
505,SVC,90,50,0.6437908496732027,0.4859517937588373,0.34803921568627455,0.40766363042392095,0.22645136485966935,"O2Hb_max, HHb_max, tHb_mean",random_forest,"[('O2Hb_max', np.float64(0.14970114653064093)), ('HHb_max', np.float64(0.102477166419099)), ('tHb_mean', np.float64(0.10062135401208598))]",3
506,RandomForest,90,50,0.6797385620915032,0.5524870507610169,0.46078431372549017,0.5038277511961723,0.4538158400615148,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(107.36229963155778)), ('tHb_max', np.float64(103.77969088306023)), ('tHb_median', np.float64(79.40237358742272)), ('O2Hb_max', np.float64(77.9469922814028))]",4
507,KNN,90,50,0.611111111111111,0.4960855860485833,0.4686274509803921,0.4853311439518337,0.41979046520569013,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(107.36229963155778)), ('tHb_max', np.float64(103.77969088306023)), ('tHb_median', np.float64(79.40237358742272)), ('O2Hb_max', np.float64(77.9469922814028))]",4
508,DecisionTree,90,50,0.7320261437908496,0.6024581866266802,0.5127450980392156,0.5614376351296027,0.5408496732026143,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(107.36229963155778)), ('tHb_max', np.float64(103.77969088306023)), ('tHb_median', np.float64(79.40237358742272)), ('O2Hb_max', np.float64(77.9469922814028))]",4
509,XGBoost,90,50,0.7450980392156863,0.590046544933763,0.5,0.5138009190263289,0.43675509419454056,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(107.36229963155778)), ('tHb_max', np.float64(103.77969088306023)), ('tHb_median', np.float64(79.40237358742272)), ('O2Hb_max', np.float64(77.9469922814028)), ('tHb_min', np.float64(69.94137555812965))]",5
510,LogisticRegression,90,60,0.615079365079365,0.5840067340067341,0.5499999999999999,0.600079744816587,0.49532312925170063,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_median, HHb_std, HHb_min, O2Hb_std",select_k_best,"[('tHb_mean', np.float64(86.93688919120393)), ('tHb_max', np.float64(85.44234945884732)), ('O2Hb_max', np.float64(64.30599865355448)), ('tHb_median', np.float64(62.109898588389)), ('tHb_min', np.float64(55.99098758924775)), ('O2Hb_mean', np.float64(41.58683440852285)), ('O2Hb_median', np.float64(36.045967648138394)), ('O2Hb_min', np.float64(23.494046390445313)), ('HHb_max', np.float64(21.697161400295474)), ('HHb_mean', np.float64(14.39288614139572)), ('HHb_median', np.float64(14.306987628173198)), ('HHb_std', np.float64(12.470886591504403)), ('HHb_min', np.float64(3.9411948485838564)), ('O2Hb_std', np.float64(1.0535972223511363))]",14
511,SVC,90,60,0.6190476190476191,0.4681084734307679,0.3238095238095238,0.39103564923237055,0.21315192743764175,"O2Hb_max, tHb_mean, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.149587732334136)), ('tHb_mean', np.float64(0.10461705081296287)), ('tHb_max', np.float64(0.10359102582418199))]",3
512,RandomForest,90,60,0.6111111111111112,0.4922062732589048,0.4047619047619048,0.42825059101654844,0.30959467120181405,"tHb_mean, tHb_max, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(86.93688919120393)), ('tHb_max', np.float64(85.44234945884732)), ('O2Hb_max', np.float64(64.30599865355448))]",3
513,KNN,90,60,0.5833333333333334,0.45803418803418805,0.3833333333333333,0.3956028368794326,0.42283163265306123,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(86.93688919120393)), ('tHb_max', np.float64(85.44234945884732)), ('O2Hb_max', np.float64(64.30599865355448)), ('tHb_median', np.float64(62.109898588389))]",4
514,DecisionTree,90,60,0.6468253968253969,0.5822681704260652,0.5428571428571428,0.6066017316017316,0.5714285714285714,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median, O2Hb_min",select_k_best,"[('tHb_mean', np.float64(86.93688919120393)), ('tHb_max', np.float64(85.44234945884732)), ('O2Hb_max', np.float64(64.30599865355448)), ('tHb_median', np.float64(62.109898588389)), ('tHb_min', np.float64(55.99098758924775)), ('O2Hb_mean', np.float64(41.58683440852285)), ('O2Hb_median', np.float64(36.045967648138394)), ('O2Hb_min', np.float64(23.494046390445313))]",8
515,XGBoost,90,60,0.7222222222222222,0.5671830177854275,0.4666666666666666,0.48236780640961835,0.3897392290249433,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(86.93688919120393)), ('tHb_max', np.float64(85.44234945884732)), ('O2Hb_max', np.float64(64.30599865355448)), ('tHb_median', np.float64(62.109898588389)), ('tHb_min', np.float64(55.99098758924775))]",5
516,LogisticRegression,90,70,0.6111111111111112,0.5775132275132275,0.5430555555555555,0.593215811965812,0.503858024691358,"O2Hb_max, tHb_mean, tHb_max, O2Hb_median, HHb_max, tHb_median, O2Hb_mean, tHb_min, HHb_std, HHb_median, HHb_mean, O2Hb_min, HHb_min, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.1513267486755922)), ('tHb_mean', np.float64(0.12356093049025804)), ('tHb_max', np.float64(0.10326268311651172)), ('O2Hb_median', np.float64(0.08463489364841464)), ('HHb_max', np.float64(0.08428686024605637)), ('tHb_median', np.float64(0.07657713083738339)), ('O2Hb_mean', np.float64(0.07575256703118985)), ('tHb_min', np.float64(0.06553474227950191)), ('HHb_std', np.float64(0.05591462629477179)), ('HHb_median', np.float64(0.055495360960120484)), ('HHb_mean', np.float64(0.033153862992901156)), ('O2Hb_min', np.float64(0.032924529443051555)), ('HHb_min', np.float64(0.020550171649844677)), ('tHb_std', np.float64(0.01894619592912822))]",14
517,SVC,90,70,0.625,0.48800670953312836,0.43611111111111106,0.5067230905740222,0.37345679012345684,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_median, HHb_mean",select_k_best,"[('tHb_mean', np.float64(73.09306848962902)), ('tHb_max', np.float64(71.08979723379514)), ('O2Hb_max', np.float64(54.840854224866725)), ('tHb_median', np.float64(53.09462898535642)), ('tHb_min', np.float64(47.72179136888895)), ('O2Hb_mean', np.float64(34.91269602608403)), ('O2Hb_median', np.float64(28.614918078454505)), ('O2Hb_min', np.float64(20.153745533330156)), ('HHb_max', np.float64(18.059738220560845)), ('HHb_median', np.float64(12.350361456765242)), ('HHb_mean', np.float64(11.952326778737469))]",11
518,RandomForest,90,70,0.6342592592592592,0.5118577075098815,0.4166666666666667,0.4518518518518519,0.4225501543209877,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(73.09306848962902)), ('tHb_max', np.float64(71.08979723379514)), ('O2Hb_max', np.float64(54.840854224866725)), ('tHb_median', np.float64(53.09462898535642))]",4
519,KNN,90,70,0.5787037037037037,0.47470671199484754,0.4138888888888889,0.4330838243881722,0.3989197530864197,"tHb_mean, tHb_max, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(73.09306848962902)), ('tHb_max', np.float64(71.08979723379514)), ('O2Hb_max', np.float64(54.840854224866725))]",3
520,DecisionTree,90,70,0.6898148148148149,0.5780135573239021,0.5027777777777778,0.5054016603514452,0.5069444444444444,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(73.09306848962902)), ('tHb_max', np.float64(71.08979723379514)), ('O2Hb_max', np.float64(54.840854224866725)), ('tHb_median', np.float64(53.09462898535642)), ('tHb_min', np.float64(47.72179136888895))]",5
521,XGBoost,90,70,0.7638888888888888,0.5854497354497354,0.47500000000000003,0.4972470872406934,0.3927469135802469,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(73.09306848962902)), ('tHb_max', np.float64(71.08979723379514)), ('O2Hb_max', np.float64(54.840854224866725)), ('tHb_median', np.float64(53.09462898535642))]",4
522,LogisticRegression,90,80,0.6616161616161617,0.6389937106918239,0.6378787878787878,0.6566820276497696,0.5599173553719008,"O2Hb_max, tHb_median, tHb_mean, O2Hb_mean",random_forest,"[('O2Hb_max', np.float64(0.1656519610432854)), ('tHb_median', np.float64(0.10971719477877938)), ('tHb_mean', np.float64(0.10398835194677855)), ('O2Hb_mean', np.float64(0.08600754370211021))]",4
523,SVC,90,80,0.6818181818181818,0.5380485527544351,0.4409090909090909,0.4895722870272181,0.3581267217630854,"O2Hb_max, tHb_median, tHb_mean",random_forest,"[('O2Hb_max', np.float64(0.1656519610432854)), ('tHb_median', np.float64(0.10971719477877938)), ('tHb_mean', np.float64(0.10398835194677855))]",3
524,RandomForest,90,80,0.6212121212121212,0.5071709327964721,0.42727272727272725,0.4443609022556391,0.3700642791551883,"tHb_mean, tHb_max, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(68.17192735632901)), ('tHb_max', np.float64(65.90941755063491)), ('O2Hb_max', np.float64(52.221627580447056))]",3
525,KNN,90,80,0.6616161616161617,0.5281337559138303,0.5181818181818182,0.6114864864864865,0.5723140495867769,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(68.17192735632901)), ('tHb_max', np.float64(65.90941755063491)), ('O2Hb_max', np.float64(52.221627580447056)), ('tHb_median', np.float64(49.93675184068314)), ('tHb_min', np.float64(44.22349874146839))]",5
526,DecisionTree,90,80,0.787878787878788,0.6433165704352145,0.5803030303030303,0.5935743630384682,0.601010101010101,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean",select_k_best,"[('tHb_mean', np.float64(68.17192735632901)), ('tHb_max', np.float64(65.90941755063491)), ('O2Hb_max', np.float64(52.221627580447056)), ('tHb_median', np.float64(49.93675184068314)), ('tHb_min', np.float64(44.22349874146839)), ('O2Hb_mean', np.float64(34.51378417036782))]",6
527,XGBoost,90,80,0.7323232323232324,0.5700320512820513,0.48787878787878786,0.5091001011122346,0.48484848484848486,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_mean', np.float64(68.17192735632901)), ('tHb_max', np.float64(65.90941755063491)), ('O2Hb_max', np.float64(52.221627580447056)), ('tHb_median', np.float64(49.93675184068314)), ('tHb_min', np.float64(44.22349874146839)), ('O2Hb_mean', np.float64(34.51378417036782)), ('O2Hb_median', np.float64(32.366206068816524))]",7
528,LogisticRegression,90,90,0.638888888888889,0.5891660367850844,0.5366666666666666,0.597025016903313,0.5375,"O2Hb_max, tHb_mean, HHb_max, O2Hb_mean, O2Hb_median, tHb_max, tHb_min",random_forest,"[('O2Hb_max', np.float64(0.16580498125842597)), ('tHb_mean', np.float64(0.13305087903613105)), ('HHb_max', np.float64(0.09750669720626481)), ('O2Hb_mean', np.float64(0.08861891865470861)), ('O2Hb_median', np.float64(0.08475900750689798)), ('tHb_max', np.float64(0.06937642637260205)), ('tHb_min', np.float64(0.06371764555808185))]",7
529,SVC,90,90,0.6444444444444445,0.5295318442473679,0.45166666666666666,0.5297177237966711,0.43500000000000005,"O2Hb_max, tHb_mean, HHb_max, O2Hb_mean, O2Hb_median, tHb_max, tHb_min, tHb_median, HHb_std, HHb_mean, HHb_median, O2Hb_min, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.16580498125842597)), ('tHb_mean', np.float64(0.13305087903613105)), ('HHb_max', np.float64(0.09750669720626481)), ('O2Hb_mean', np.float64(0.08861891865470861)), ('O2Hb_median', np.float64(0.08475900750689798)), ('tHb_max', np.float64(0.06937642637260205)), ('tHb_min', np.float64(0.06371764555808185)), ('tHb_median', np.float64(0.060464740636683265)), ('HHb_std', np.float64(0.05507439524862081)), ('HHb_mean', np.float64(0.04256301779610739)), ('HHb_median', np.float64(0.0371722544828794)), ('O2Hb_min', np.float64(0.03371586397841877)), ('HHb_min', np.float64(0.029410246920720206))]",13
530,RandomForest,90,90,0.5555555555555556,0.4632509303561935,0.385,0.4096119929453263,0.35027777777777774,"tHb_mean, tHb_max, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(60.114854346516005)), ('tHb_max', np.float64(58.90993095594691)), ('O2Hb_max', np.float64(46.22819100294234))]",3
531,KNN,90,90,0.6,0.5152991452991453,0.5,0.4773809523809524,0.49416666666666664,"O2Hb_max, tHb_mean, HHb_max, O2Hb_mean, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.16580498125842597)), ('tHb_mean', np.float64(0.13305087903613105)), ('HHb_max', np.float64(0.09750669720626481)), ('O2Hb_mean', np.float64(0.08861891865470861)), ('O2Hb_median', np.float64(0.08475900750689798))]",5
532,DecisionTree,90,90,0.6833333333333332,0.6117561683599421,0.5466666666666667,0.5946969696969697,0.5666666666666667,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(60.114854346516005)), ('tHb_max', np.float64(58.90993095594691)), ('O2Hb_max', np.float64(46.22819100294234)), ('tHb_median', np.float64(44.07297988761647)), ('tHb_min', np.float64(39.939340109923556))]",5
533,XGBoost,90,90,0.6833333333333332,0.573899918727505,0.5233333333333333,0.5906678460858027,0.4711111111111111,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_mean', np.float64(60.114854346516005)), ('tHb_max', np.float64(58.90993095594691)), ('O2Hb_max', np.float64(46.22819100294234)), ('tHb_median', np.float64(44.07297988761647)), ('tHb_min', np.float64(39.939340109923556)), ('O2Hb_mean', np.float64(30.266020587566203)), ('O2Hb_median', np.float64(27.174821916396812))]",7
534,LogisticRegression,90,100,0.6296296296296297,0.588394584139265,0.5425925925925926,0.5994694960212201,0.5161179698216735,"O2Hb_max, tHb_mean, tHb_max, O2Hb_median, HHb_max, O2Hb_mean",random_forest,"[('O2Hb_max', np.float64(0.17202207853098683)), ('tHb_mean', np.float64(0.11764368863247876)), ('tHb_max', np.float64(0.09540840974475649)), ('O2Hb_median', np.float64(0.09091091560659507)), ('HHb_max', np.float64(0.07570954514117702)), ('O2Hb_mean', np.float64(0.07525645767465829))]",6
535,SVC,90,100,0.6358024691358025,0.5268263183357523,0.4518518518518519,0.543675931911226,0.4454732510288066,"O2Hb_max, tHb_mean, tHb_max, O2Hb_median, HHb_max, O2Hb_mean, HHb_std, tHb_median, tHb_min, HHb_median, O2Hb_min, HHb_mean, O2Hb_std, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.17202207853098683)), ('tHb_mean', np.float64(0.11764368863247876)), ('tHb_max', np.float64(0.09540840974475649)), ('O2Hb_median', np.float64(0.09091091560659507)), ('HHb_max', np.float64(0.07570954514117702)), ('O2Hb_mean', np.float64(0.07525645767465829)), ('HHb_std', np.float64(0.06856199375421289)), ('tHb_median', np.float64(0.06655395845511268)), ('tHb_min', np.float64(0.06013004280316421)), ('HHb_median', np.float64(0.05133085249944523)), ('O2Hb_min', np.float64(0.03901325098854733)), ('HHb_mean', np.float64(0.029180759644756887)), ('O2Hb_std', np.float64(0.022199715879604266)), ('HHb_min', np.float64(0.0198436691665867))]",14
536,RandomForest,90,100,0.6543209876543209,0.5363666121112929,0.44629629629629625,0.4780844871681806,0.46210562414266115,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(53.68861550295346)), ('tHb_max', np.float64(53.033100986990014)), ('O2Hb_max', np.float64(40.91302349865611)), ('tHb_median', np.float64(37.788722424448835))]",4
537,KNN,90,100,0.6049382716049383,0.4982183013319495,0.45925925925925926,0.4723419540229885,0.4607338820301783,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(53.68861550295346)), ('tHb_max', np.float64(53.033100986990014)), ('O2Hb_max', np.float64(40.91302349865611)), ('tHb_median', np.float64(37.788722424448835))]",4
538,DecisionTree,90,100,0.7098765432098766,0.621031746031746,0.5740740740740741,0.62831541218638,0.6018518518518519,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median, O2Hb_min",select_k_best,"[('tHb_mean', np.float64(53.68861550295346)), ('tHb_max', np.float64(53.033100986990014)), ('O2Hb_max', np.float64(40.91302349865611)), ('tHb_median', np.float64(37.788722424448835)), ('tHb_min', np.float64(34.88813857971923)), ('O2Hb_mean', np.float64(27.191729156938493)), ('O2Hb_median', np.float64(23.12910327090112)), ('O2Hb_min', np.float64(15.76094821796617))]",8
539,XGBoost,90,100,0.6851851851851852,0.5946196660482376,0.5277777777777778,0.5844402277039848,0.5572702331961591,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median, O2Hb_min",select_k_best,"[('tHb_mean', np.float64(53.68861550295346)), ('tHb_max', np.float64(53.033100986990014)), ('O2Hb_max', np.float64(40.91302349865611)), ('tHb_median', np.float64(37.788722424448835)), ('tHb_min', np.float64(34.88813857971923)), ('O2Hb_mean', np.float64(27.191729156938493)), ('O2Hb_median', np.float64(23.12910327090112)), ('O2Hb_min', np.float64(15.76094821796617))]",8
540,LogisticRegression,100,10,0.6218206157965195,0.5393812003304861,0.4710843373493976,0.4856028598223068,0.5358502282221255,"O2Hb_max, HHb_max, tHb_mean, O2Hb_mean, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.17429974660920522)), ('HHb_max', np.float64(0.12541277352721564)), ('tHb_mean', np.float64(0.12285950551129352)), ('O2Hb_mean', np.float64(0.1030131147880622)), ('tHb_max', np.float64(0.09675363760670765))]",5
541,SVC,100,10,0.6378848728246318,0.5454573309485168,0.4815261044176707,0.569658996821997,0.4857381332559152,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(541.0163127909673)), ('tHb_max', np.float64(515.6470084742442)), ('O2Hb_max', np.float64(413.30360234338684)), ('tHb_median', np.float64(362.82412637360824)), ('tHb_min', np.float64(352.35290630292906))]",5
542,RandomForest,100,10,0.6894243641231593,0.5585739282434762,0.4867469879518072,0.510497232495621,0.3806390219512588,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(541.0163127909673)), ('tHb_max', np.float64(515.6470084742442)), ('O2Hb_max', np.float64(413.30360234338684)), ('tHb_median', np.float64(362.82412637360824)), ('tHb_min', np.float64(352.35290630292906))]",5
543,KNN,100,10,0.5917001338688085,0.5215978104138054,0.4576305220883534,0.5297553683489653,0.47790358220028706,"O2Hb_max, HHb_max, tHb_mean, O2Hb_mean, tHb_max, O2Hb_median, tHb_min, HHb_std, HHb_median, HHb_mean, tHb_median, HHb_min, O2Hb_min, tHb_std, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.17429974660920522)), ('HHb_max', np.float64(0.12541277352721564)), ('tHb_mean', np.float64(0.12285950551129352)), ('O2Hb_mean', np.float64(0.1030131147880622)), ('tHb_max', np.float64(0.09675363760670765)), ('O2Hb_median', np.float64(0.08005345789736802)), ('tHb_min', np.float64(0.0620192425630231)), ('HHb_std', np.float64(0.053443507808774396)), ('HHb_median', np.float64(0.0371123435147435)), ('HHb_mean', np.float64(0.03463127434769528)), ('tHb_median', np.float64(0.029417584904252943)), ('HHb_min', np.float64(0.026695558794339807)), ('O2Hb_min', np.float64(0.024766323330003594)), ('tHb_std', np.float64(0.01741423791751234)), ('O2Hb_std', np.float64(0.012107690879802884))]",15
