,index,Unnamed: 0,Model,Window,Step,Recall,F1,Accuracy,Precision,ROC_AUC,SelectedFeatures,FeatureSelectionMethod,FeatureScores,Best_k
18,104,104,RandomForest,20,80,0.6388888888888888,0.6058848255569568,0.6708333333333333,0.6098943771357564,0.7499035493827161,"tHb_max, O2Hb_max, tHb_mean, tHb_min, HHb_std, tHb_median, O2Hb_median, O2Hb_mean, O2Hb_min, HHb_median, HHb_max, HHb_mean, HHb_min, O2Hb_std, tHb_std",random_forest,"[('tHb_max', np.float64(0.11197978554085414)), ('O2Hb_max', np.float64(0.09873612163215123)), ('tHb_mean', np.float64(0.0950557335561443)), ('tHb_min', np.float64(0.09399604412520944)), ('HHb_std', np.float64(0.08847316254672498)), ('tHb_median', np.float64(0.0879263664762562)), ('O2Hb_median', np.float64(0.07052868225215153)), ('O2Hb_mean', np.float64(0.06016550538627031)), ('O2Hb_min', np.float64(0.04989752085706558)), ('HHb_median', np.float64(0.04528701391266849)), ('HHb_max', np.float64(0.0433343396933594)), ('HHb_mean', np.float64(0.041422008114270374)), ('HHb_min', np.float64(0.04042262197921026)), ('O2Hb_std', np.float64(0.039052519484891246)), ('tHb_std', np.float64(0.03372257444277248))]",15
19,105,105,KNN,20,80,0.7453703703703703,0.6933428153767137,0.6847222222222222,0.6711478362201388,0.6852816358024691,"tHb_max, O2Hb_max, tHb_mean, tHb_min, HHb_std, tHb_median, O2Hb_median, O2Hb_mean, O2Hb_min, HHb_median, HHb_max, HHb_mean",random_forest,"[('tHb_max', np.float64(0.11197978554085414)), ('O2Hb_max', np.float64(0.09873612163215123)), ('tHb_mean', np.float64(0.0950557335561443)), ('tHb_min', np.float64(0.09399604412520944)), ('HHb_std', np.float64(0.08847316254672498)), ('tHb_median', np.float64(0.0879263664762562)), ('O2Hb_median', np.float64(0.07052868225215153)), ('O2Hb_mean', np.float64(0.06016550538627031)), ('O2Hb_min', np.float64(0.04989752085706558)), ('HHb_median', np.float64(0.04528701391266849)), ('HHb_max', np.float64(0.0433343396933594)), ('HHb_mean', np.float64(0.041422008114270374))]",12
20,110,110,RandomForest,20,90,0.7676767676767676,0.676068376068376,0.6348484848484848,0.6186479128856625,0.6670110192837466,"tHb_max, O2Hb_max, tHb_mean, tHb_min, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_median, HHb_min, HHb_std",select_k_best,"[('tHb_max', np.float64(35.18104756447909)), ('O2Hb_max', np.float64(33.48145129384799)), ('tHb_mean', np.float64(33.30026737063986)), ('tHb_min', np.float64(31.453139398821875)), ('tHb_median', np.float64(30.195793498249476)), ('O2Hb_mean', np.float64(27.880229316598605)), ('O2Hb_median', np.float64(27.465226932799396)), ('O2Hb_min', np.float64(22.378862646971832)), ('HHb_max', np.float64(7.7332588801735165)), ('HHb_mean', np.float64(5.5912214885360285)), ('HHb_median', np.float64(5.001617368685321)), ('HHb_min', np.float64(3.773828095111561)), ('HHb_std', np.float64(3.7198148386092846))]",13
21,112,112,DecisionTree,20,90,0.7373737373737373,0.6687426900584795,0.6393939393939393,0.6248847926267281,0.6489898989898991,"tHb_max, O2Hb_max, tHb_mean, tHb_min, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_median, HHb_min, HHb_std, O2Hb_std, tHb_std",select_k_best,"[('tHb_max', np.float64(35.18104756447909)), ('O2Hb_max', np.float64(33.48145129384799)), ('tHb_mean', np.float64(33.30026737063986)), ('tHb_min', np.float64(31.453139398821875)), ('tHb_median', np.float64(30.195793498249476)), ('O2Hb_mean', np.float64(27.880229316598605)), ('O2Hb_median', np.float64(27.465226932799396)), ('O2Hb_min', np.float64(22.378862646971832)), ('HHb_max', np.float64(7.7332588801735165)), ('HHb_mean', np.float64(5.5912214885360285)), ('HHb_median', np.float64(5.001617368685321)), ('HHb_min', np.float64(3.773828095111561)), ('HHb_std', np.float64(3.7198148386092846)), ('O2Hb_std', np.float64(1.2393325167129392)), ('tHb_std', np.float64(0.29830906427631376))]",15
22,113,113,XGBoost,20,90,0.7626262626262627,0.6728744939271255,0.6363636363636364,0.6136904761904761,0.6168503213957758,"O2Hb_max, O2Hb_median, HHb_max, O2Hb_mean, tHb_min, tHb_max, O2Hb_min, HHb_median, tHb_mean, HHb_min, HHb_std",random_forest,"[('O2Hb_max', np.float64(0.14741396078816885)), ('O2Hb_median', np.float64(0.10026152562476226)), ('HHb_max', np.float64(0.09680631893332241)), ('O2Hb_mean', np.float64(0.0915313563033392)), ('tHb_min', np.float64(0.07248743716465274)), ('tHb_max', np.float64(0.06967364863575508)), ('O2Hb_min', np.float64(0.0663803960782214)), ('HHb_median', np.float64(0.06285513740619182)), ('tHb_mean', np.float64(0.05400790091633841)), ('HHb_min', np.float64(0.04971081228985827)), ('HHb_std', np.float64(0.04679115517682347))]",11
23,120,120,LogisticRegression,30,10,0.6722222222222222,0.6221642454367023,0.5968518518518519,0.5950041784533867,0.598823731138546,"O2Hb_max, HHb_max, O2Hb_mean, O2Hb_median, tHb_max, tHb_min, HHb_std, tHb_mean, HHb_median, O2Hb_min, HHb_mean, HHb_min, tHb_median, tHb_std, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.15378609432236612)), ('HHb_max', np.float64(0.11255979924323525)), ('O2Hb_mean', np.float64(0.0942991731486186)), ('O2Hb_median', np.float64(0.08648130743169966)), ('tHb_max', np.float64(0.08553146438212818)), ('tHb_min', np.float64(0.07713486868847588)), ('HHb_std', np.float64(0.0639137778658385)), ('tHb_mean', np.float64(0.06034735460233007)), ('HHb_median', np.float64(0.05807389110742007)), ('O2Hb_min', np.float64(0.0534709331260255)), ('HHb_mean', np.float64(0.04516502945974917)), ('HHb_min', np.float64(0.039701497996894534)), ('tHb_median', np.float64(0.024545874375924405)), ('tHb_std', np.float64(0.02285179972336493)), ('O2Hb_std', np.float64(0.022137134525929174))]",15
24,121,121,SVC,30,10,0.725925925925926,0.6186839614454677,0.5409259259259259,0.5809336307440452,0.5315294924554184,"tHb_max, tHb_mean, tHb_min, O2Hb_max, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_median, HHb_std",select_k_best,"[('tHb_max', np.float64(402.6355915073572)), ('tHb_mean', np.float64(351.86329202690894)), ('tHb_min', np.float64(323.7798832700041)), ('O2Hb_max', np.float64(307.53633385267165)), ('tHb_median', np.float64(287.4083516753399)), ('O2Hb_mean', np.float64(233.10268860186085)), ('O2Hb_median', np.float64(215.48320150487785)), ('O2Hb_min', np.float64(174.2001505755675)), ('HHb_max', np.float64(102.04869783845882)), ('HHb_mean', np.float64(68.25183256820237)), ('HHb_median', np.float64(60.27808571990427)), ('HHb_std', np.float64(43.39054652910782))]",12
25,125,125,XGBoost,30,10,0.645679012345679,0.607523974447989,0.58,0.635052487716603,0.630545267489712,"tHb_max, tHb_mean, tHb_min, O2Hb_max, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_median, HHb_std, HHb_min, O2Hb_std, tHb_std",select_k_best,"[('tHb_max', np.float64(402.6355915073572)), ('tHb_mean', np.float64(351.86329202690894)), ('tHb_min', np.float64(323.7798832700041)), ('O2Hb_max', np.float64(307.53633385267165)), ('tHb_median', np.float64(287.4083516753399)), ('O2Hb_mean', np.float64(233.10268860186085)), ('O2Hb_median', np.float64(215.48320150487785)), ('O2Hb_min', np.float64(174.2001505755675)), ('HHb_max', np.float64(102.04869783845882)), ('HHb_mean', np.float64(68.25183256820237)), ('HHb_median', np.float64(60.27808571990427)), ('HHb_std', np.float64(43.39054652910782)), ('HHb_min', np.float64(38.886606139866174)), ('O2Hb_std', np.float64(5.665437974150719)), ('tHb_std', np.float64(1.85259876109988))]",15
26,127,127,SVC,30,20,0.7444444444444445,0.6493974034856823,0.5877777777777778,0.6086993501653234,0.6209053497942387,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, tHb_mean, tHb_max, HHb_median, O2Hb_min, tHb_min, HHb_std, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.1520233857488961)), ('HHb_max', np.float64(0.09448034578455873)), ('O2Hb_median', np.float64(0.09009036054111844)), ('O2Hb_mean', np.float64(0.08388175906672676)), ('tHb_mean', np.float64(0.08183384150567015)), ('tHb_max', np.float64(0.07153669041763237)), ('HHb_median', np.float64(0.06430910089256935)), ('O2Hb_min', np.float64(0.0633701925299799)), ('tHb_min', np.float64(0.06092150883659419)), ('HHb_std', np.float64(0.05430553674662906)), ('HHb_min', np.float64(0.04724745430703342))]",11
27,129,129,KNN,30,20,0.6691358024691358,0.6183279650325139,0.5888888888888889,0.5880815426544502,0.6118861454046639,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, tHb_mean, tHb_max, HHb_median, O2Hb_min, tHb_min, HHb_std, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.1520233857488961)), ('HHb_max', np.float64(0.09448034578455873)), ('O2Hb_median', np.float64(0.09009036054111844)), ('O2Hb_mean', np.float64(0.08388175906672676)), ('tHb_mean', np.float64(0.08183384150567015)), ('tHb_max', np.float64(0.07153669041763237)), ('HHb_median', np.float64(0.06430910089256935)), ('O2Hb_min', np.float64(0.0633701925299799)), ('tHb_min', np.float64(0.06092150883659419)), ('HHb_std', np.float64(0.05430553674662906)), ('HHb_min', np.float64(0.04724745430703342))]",11
28,131,131,XGBoost,30,20,0.6160493827160494,0.5800408536257593,0.554074074074074,0.6078678076628896,0.6408779149519891,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, tHb_mean, tHb_max, HHb_median, O2Hb_min, tHb_min, HHb_std, HHb_min, HHb_mean, tHb_median, tHb_std, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.1520233857488961)), ('HHb_max', np.float64(0.09448034578455873)), ('O2Hb_median', np.float64(0.09009036054111844)), ('O2Hb_mean', np.float64(0.08388175906672676)), ('tHb_mean', np.float64(0.08183384150567015)), ('tHb_max', np.float64(0.07153669041763237)), ('HHb_median', np.float64(0.06430910089256935)), ('O2Hb_min', np.float64(0.0633701925299799)), ('tHb_min', np.float64(0.06092150883659419)), ('HHb_std', np.float64(0.05430553674662906)), ('HHb_min', np.float64(0.04724745430703342)), ('HHb_mean', np.float64(0.043118116889229174)), ('tHb_median', np.float64(0.041106999590746575)), ('tHb_std', np.float64(0.026339890832563245)), ('O2Hb_std', np.float64(0.02543481631005257))]",15
29,132,132,LogisticRegression,30,30,0.6555555555555556,0.6119924369115957,0.5883333333333334,0.5916551645490974,0.575462962962963,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, tHb_max, tHb_min, tHb_mean, HHb_mean, HHb_median, HHb_std, O2Hb_min, HHb_min, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.15603512641990766)), ('HHb_max', np.float64(0.10542875809433087)), ('O2Hb_median', np.float64(0.10180830670113465)), ('O2Hb_mean', np.float64(0.08615908263385252)), ('tHb_max', np.float64(0.08292760920051183)), ('tHb_min', np.float64(0.06795118727993503)), ('tHb_mean', np.float64(0.05696001627607832)), ('HHb_mean', np.float64(0.05476558146941731)), ('HHb_median', np.float64(0.0530350006997277)), ('HHb_std', np.float64(0.051930783011286716)), ('O2Hb_min', np.float64(0.04925523229162587)), ('HHb_min', np.float64(0.04695731436189033)), ('tHb_median', np.float64(0.03610979699718186)), ('O2Hb_std', np.float64(0.02724247813641641)), ('tHb_std', np.float64(0.02343372642670256))]",15
30,133,133,SVC,30,30,0.7388888888888889,0.62762095529858,0.5538888888888889,0.5797282430945797,0.5898456790123457,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, tHb_max, tHb_min, tHb_mean, HHb_mean, HHb_median, HHb_std, O2Hb_min",random_forest,"[('O2Hb_max', np.float64(0.15603512641990766)), ('HHb_max', np.float64(0.10542875809433087)), ('O2Hb_median', np.float64(0.10180830670113465)), ('O2Hb_mean', np.float64(0.08615908263385252)), ('tHb_max', np.float64(0.08292760920051183)), ('tHb_min', np.float64(0.06795118727993503)), ('tHb_mean', np.float64(0.05696001627607832)), ('HHb_mean', np.float64(0.05476558146941731)), ('HHb_median', np.float64(0.0530350006997277)), ('HHb_std', np.float64(0.051930783011286716)), ('O2Hb_min', np.float64(0.04925523229162587))]",11
31,134,134,RandomForest,30,30,0.6592592592592593,0.6070448591400653,0.5627777777777778,0.6013484349203015,0.6031944444444445,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, tHb_max, tHb_min, tHb_mean, HHb_mean, HHb_median, HHb_std, O2Hb_min, HHb_min, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.15603512641990766)), ('HHb_max', np.float64(0.10542875809433087)), ('O2Hb_median', np.float64(0.10180830670113465)), ('O2Hb_mean', np.float64(0.08615908263385252)), ('tHb_max', np.float64(0.08292760920051183)), ('tHb_min', np.float64(0.06795118727993503)), ('tHb_mean', np.float64(0.05696001627607832)), ('HHb_mean', np.float64(0.05476558146941731)), ('HHb_median', np.float64(0.0530350006997277)), ('HHb_std', np.float64(0.051930783011286716)), ('O2Hb_min', np.float64(0.04925523229162587)), ('HHb_min', np.float64(0.04695731436189033)), ('tHb_median', np.float64(0.03610979699718186)), ('O2Hb_std', np.float64(0.02724247813641641)), ('tHb_std', np.float64(0.02343372642670256))]",15
32,144,144,LogisticRegression,30,50,0.6574074074074074,0.61185495367152,0.5898148148148148,0.5851759143373662,0.5743312757201646,"O2Hb_max, HHb_max, O2Hb_mean, tHb_max, tHb_min, O2Hb_median, O2Hb_min, tHb_mean, HHb_median, HHb_std, HHb_min, HHb_mean, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.1391581634977469)), ('HHb_max', np.float64(0.10791883876270898)), ('O2Hb_mean', np.float64(0.10220662239176947)), ('tHb_max', np.float64(0.08655743125795304)), ('tHb_min', np.float64(0.07401358521820707)), ('O2Hb_median', np.float64(0.07366519293317803)), ('O2Hb_min', np.float64(0.07099427788839914)), ('tHb_mean', np.float64(0.05839633894036227)), ('HHb_median', np.float64(0.05485555285396779)), ('HHb_std', np.float64(0.04816128985160918)), ('HHb_min', np.float64(0.043318095062656096)), ('HHb_mean', np.float64(0.04032898170633034)), ('tHb_median', np.float64(0.0359455837526555)), ('O2Hb_std', np.float64(0.0358198837038482)), ('tHb_std', np.float64(0.028660162178608117))]",15
33,146,146,RandomForest,30,50,0.7129629629629629,0.6364293085655315,0.5824074074074074,0.6145921783347484,0.6187842935528121,"O2Hb_max, HHb_max, O2Hb_mean, tHb_max, tHb_min, O2Hb_median, O2Hb_min, tHb_mean, HHb_median, HHb_std, HHb_min, HHb_mean, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.1391581634977469)), ('HHb_max', np.float64(0.10791883876270898)), ('O2Hb_mean', np.float64(0.10220662239176947)), ('tHb_max', np.float64(0.08655743125795304)), ('tHb_min', np.float64(0.07401358521820707)), ('O2Hb_median', np.float64(0.07366519293317803)), ('O2Hb_min', np.float64(0.07099427788839914)), ('tHb_mean', np.float64(0.05839633894036227)), ('HHb_median', np.float64(0.05485555285396779)), ('HHb_std', np.float64(0.04816128985160918)), ('HHb_min', np.float64(0.043318095062656096)), ('HHb_mean', np.float64(0.04032898170633034)), ('tHb_median', np.float64(0.0359455837526555)), ('O2Hb_std', np.float64(0.0358198837038482)), ('tHb_std', np.float64(0.028660162178608117))]",15
34,162,162,LogisticRegression,30,80,0.7824074074074074,0.7154425612052732,0.6986111111111111,0.7051587301587302,0.7959104938271606,"HHb_std, O2Hb_max, tHb_max, tHb_min, tHb_median, O2Hb_median, tHb_mean, O2Hb_mean, HHb_max, O2Hb_min, HHb_median, O2Hb_std, HHb_mean, HHb_min, tHb_std",random_forest,"[('HHb_std', np.float64(0.11690638380078712)), ('O2Hb_max', np.float64(0.10489135089218267)), ('tHb_max', np.float64(0.10251972641877473)), ('tHb_min', np.float64(0.0982271322603603)), ('tHb_median', np.float64(0.0819812898009192)), ('O2Hb_median', np.float64(0.08047698182057354)), ('tHb_mean', np.float64(0.0711766991182226)), ('O2Hb_mean', np.float64(0.06402899139942927)), ('HHb_max', np.float64(0.0548007084676245)), ('O2Hb_min', np.float64(0.045612468629048476)), ('HHb_median', np.float64(0.045239968048048924)), ('O2Hb_std', np.float64(0.03984719269337684)), ('HHb_mean', np.float64(0.03316477421943169)), ('HHb_min', np.float64(0.03297203360612045)), ('tHb_std', np.float64(0.02815429882509976))]",15
35,163,163,SVC,30,80,0.875,0.7564749761471073,0.7263888888888889,0.6850447732800674,0.7534722222222223,"HHb_std, O2Hb_max, tHb_max, tHb_min, tHb_median, O2Hb_median, tHb_mean, O2Hb_mean, HHb_max, O2Hb_min, HHb_median",random_forest,"[('HHb_std', np.float64(0.11690638380078712)), ('O2Hb_max', np.float64(0.10489135089218267)), ('tHb_max', np.float64(0.10251972641877473)), ('tHb_min', np.float64(0.0982271322603603)), ('tHb_median', np.float64(0.0819812898009192)), ('O2Hb_median', np.float64(0.08047698182057354)), ('tHb_mean', np.float64(0.0711766991182226)), ('O2Hb_mean', np.float64(0.06402899139942927)), ('HHb_max', np.float64(0.0548007084676245)), ('O2Hb_min', np.float64(0.045612468629048476)), ('HHb_median', np.float64(0.045239968048048924))]",11
36,165,165,KNN,30,80,0.7175925925925926,0.6524450699820158,0.6666666666666666,0.6031473102061338,0.7444058641975309,"HHb_std, O2Hb_max, tHb_max, tHb_min, tHb_median, O2Hb_median, tHb_mean, O2Hb_mean, HHb_max, O2Hb_min, HHb_median, O2Hb_std",random_forest,"[('HHb_std', np.float64(0.11690638380078712)), ('O2Hb_max', np.float64(0.10489135089218267)), ('tHb_max', np.float64(0.10251972641877473)), ('tHb_min', np.float64(0.0982271322603603)), ('tHb_median', np.float64(0.0819812898009192)), ('O2Hb_median', np.float64(0.08047698182057354)), ('tHb_mean', np.float64(0.0711766991182226)), ('O2Hb_mean', np.float64(0.06402899139942927)), ('HHb_max', np.float64(0.0548007084676245)), ('O2Hb_min', np.float64(0.045612468629048476)), ('HHb_median', np.float64(0.045239968048048924)), ('O2Hb_std', np.float64(0.03984719269337684))]",12
37,170,170,RandomForest,30,90,0.7555555555555555,0.6707139747899937,0.6416666666666666,0.6132512787723785,0.6418055555555555,"O2Hb_max, HHb_max, tHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_mean, HHb_std, O2Hb_min, HHb_median, O2Hb_std, HHb_mean",random_forest,"[('O2Hb_max', np.float64(0.16937112776354735)), ('HHb_max', np.float64(0.11663727677267482)), ('tHb_max', np.float64(0.09846165611742368)), ('O2Hb_mean', np.float64(0.08594014250917015)), ('O2Hb_median', np.float64(0.08534252392041394)), ('tHb_min', np.float64(0.06663856535809327)), ('tHb_mean', np.float64(0.06341231544255566)), ('HHb_std', np.float64(0.0573030641487635)), ('O2Hb_min', np.float64(0.045559556466620986)), ('HHb_median', np.float64(0.043646471498851876)), ('O2Hb_std', np.float64(0.0420222698138706)), ('HHb_mean', np.float64(0.04054933388483654))]",12
38,171,171,KNN,30,90,0.638888888888889,0.5932539682539683,0.5666666666666668,0.5686813186813187,0.5597222222222222,"O2Hb_max, HHb_max, tHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_mean, HHb_std, O2Hb_min, HHb_median, O2Hb_std, HHb_mean",random_forest,"[('O2Hb_max', np.float64(0.16937112776354735)), ('HHb_max', np.float64(0.11663727677267482)), ('tHb_max', np.float64(0.09846165611742368)), ('O2Hb_mean', np.float64(0.08594014250917015)), ('O2Hb_median', np.float64(0.08534252392041394)), ('tHb_min', np.float64(0.06663856535809327)), ('tHb_mean', np.float64(0.06341231544255566)), ('HHb_std', np.float64(0.0573030641487635)), ('O2Hb_min', np.float64(0.045559556466620986)), ('HHb_median', np.float64(0.043646471498851876)), ('O2Hb_std', np.float64(0.0420222698138706)), ('HHb_mean', np.float64(0.04054933388483654))]",12
39,173,173,XGBoost,30,90,0.7000000000000001,0.6337698412698413,0.62,0.5830065359477125,0.6136111111111111,"O2Hb_max, HHb_max, tHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_mean, HHb_std, O2Hb_min, HHb_median, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.16937112776354735)), ('HHb_max', np.float64(0.11663727677267482)), ('tHb_max', np.float64(0.09846165611742368)), ('O2Hb_mean', np.float64(0.08594014250917015)), ('O2Hb_median', np.float64(0.08534252392041394)), ('tHb_min', np.float64(0.06663856535809327)), ('tHb_mean', np.float64(0.06341231544255566)), ('HHb_std', np.float64(0.0573030641487635)), ('O2Hb_min', np.float64(0.045559556466620986)), ('HHb_median', np.float64(0.043646471498851876)), ('O2Hb_std', np.float64(0.0420222698138706))]",11
